transaction_date,total_transactions,total_volume,total_commissions,buy_count,sell_count,unique_clients,unique_tickers,total_gain_loss,avg_commission_per_tx
2024-05-14,427,10347461.12,103474.56,273,154,313,223,359762.55,242.33
2024-05-15,447,11768784.92,117687.89,303,144,316,225,462756.79,263.28
2024-05-16,424,9517431.29,95174.3,278,146,314,205,376614.01,224.47
2024-05-17,384,9507687.36,95076.97,254,130,287,191,291117.49,247.6
2024-05-18,395,10688416.76,106884.14,276,119,313,217,291494.42,270.59
2024-05-19,427,11143008.97,111430.12,298,129,301,220,280930.41,260.96
2024-05-20,425,10267237.25,102672.41,277,148,297,216,407788.37,241.58
2024-05-21,429,8965045.25,89650.58,305,124,331,233,239691.7,208.98
2024-05-22,450,11158958.29,111589.55,313,137,333,215,383867.47,247.98
2024-05-23,392,10014034.66,100140.42,274,118,288,205,432427.23,255.46
2024-05-24,441,10166882.99,101668.83,306,135,313,219,281549.34,230.54
2024-05-25,454,11413883.93,114138.77,314,140,323,217,283759.33,251.41
2024-05-26,394,10130187.95,101302.0,253,141,291,216,373156.43,257.11
2024-05-27,415,9723598.92,97235.97,274,141,313,214,339106.57,234.3
2024-05-28,439,12315475.57,123154.77,288,151,316,226,298818.42,280.53
2024-05-29,409,10822680.34,108226.78,272,137,308,221,529964.0,264.61
2024-05-30,423,10432293.71,104322.92,293,130,310,222,301329.88,246.63
2024-05-31,427,8910528.87,89105.27,293,134,319,211,241237.47,208.68
2024-06-01,449,12859438.06,128594.3,292,157,322,208,572210.4,286.4
2024-06-02,474,12109878.88,121098.83,307,167,341,220,318837.75,255.48
2024-06-03,432,12326421.59,123264.14,290,142,309,210,352149.73,285.33
2024-06-04,481,12579748.61,125797.54,354,127,338,218,258797.65,261.53
2024-06-05,441,11064958.9,110649.44,294,147,316,225,326978.11,250.91
2024-06-06,444,9136185.26,91361.92,294,150,327,230,346320.75,205.77
2024-06-07,420,10245024.24,102450.3,281,139,312,214,202648.27,243.93
2024-06-08,460,13015272.31,130152.8,300,160,320,230,515143.56,282.94
2024-06-09,451,12252138.71,122521.54,295,156,324,223,325039.55,271.67
2024-06-10,439,10417578.64,104175.86,293,146,336,223,227330.13,237.3
2024-06-11,449,10515955.61,105159.53,304,145,319,226,355629.81,234.21
2024-06-12,419,10349783.61,103497.77,311,108,312,206,293381.12,247.01
2024-06-13,398,10131910.33,101319.29,270,128,293,211,301689.25,254.57
2024-06-14,437,12218604.05,122186.04,301,136,309,215,414575.19,279.6
2024-06-15,430,10000564.04,100005.68,287,143,332,224,445757.07,232.57
2024-06-16,418,12023283.6,120232.78,279,139,305,214,292351.44,287.64
2024-06-17,475,13545089.75,135450.92,326,149,327,228,541398.88,285.16
2024-06-18,427,8487002.92,84870.21,288,139,326,221,279728.59,198.76
2024-06-19,433,10577282.01,105772.82,312,121,313,219,276590.27,244.28
2024-06-20,436,10105025.18,101050.31,292,144,308,208,395525.77,231.77
2024-06-21,424,10059357.43,100593.58,282,142,318,209,324036.17,237.25
2024-06-22,422,10467143.25,104671.34,277,145,323,231,333151.73,248.04
2024-06-23,436,10669360.84,106693.58,301,135,324,227,352245.75,244.71
2024-06-24,430,10901179.61,109011.85,289,141,301,209,505583.53,253.52
2024-06-25,451,12999471.58,129994.71,293,158,314,220,419371.91,288.24
2024-06-26,441,11592752.24,115927.52,283,158,305,203,381456.57,262.87
2024-06-27,423,9486788.95,94867.81,281,142,314,215,320584.72,224.27
2024-06-28,434,12438637.57,124386.42,290,144,324,225,436084.66,286.6
2024-06-29,448,11862899.54,118629.01,304,144,326,225,200254.17,264.8
2024-06-30,450,11118680.57,111186.88,277,173,315,223,523553.15,247.08
2024-07-01,452,12446681.7,124466.83,293,159,318,218,528565.87,275.37
2024-07-02,436,12265542.76,122655.44,289,147,323,217,223070.81,281.32
2024-07-03,438,11584931.38,115849.33,290,148,320,222,396514.51,264.5
2024-07-04,427,10340782.81,103407.73,295,132,308,219,420596.08,242.17
2024-07-05,459,11411777.26,114117.84,307,152,334,228,566303.61,248.62
2024-07-06,445,9630087.41,96300.85,313,132,320,226,270457.49,216.41
2024-07-07,405,12132048.37,121320.43,281,124,309,221,304104.82,299.56
2024-07-08,490,10672085.74,106720.78,351,139,338,233,262380.02,217.8
2024-07-09,462,11131841.67,111318.48,299,163,349,237,445237.3,240.95
2024-07-10,419,9978484.65,99784.9,287,132,310,216,373518.38,238.15
2024-07-11,433,10136874.36,101368.78,288,145,322,213,351420.55,234.11
2024-07-12,445,11486045.23,114860.45,298,147,311,215,390494.79,258.11
2024-07-13,482,10327202.82,103272.03,328,154,353,240,455008.97,214.26
2024-07-14,457,11024300.27,110243.07,315,142,341,227,272824.86,241.23
2024-07-15,462,10300674.59,103006.8,323,139,332,221,265430.69,222.96
2024-07-16,431,9824574.79,98245.66,287,144,314,218,309156.51,227.95
2024-07-17,457,10761066.43,107610.7,296,161,344,224,376871.56,235.47
2024-07-18,487,12635882.13,126358.76,307,180,334,227,317350.41,259.46
2024-07-19,435,10416983.59,104169.78,287,148,315,218,367069.17,239.47
2024-07-20,440,12878859.57,128788.43,316,124,310,212,398411.1,292.7
2024-07-21,432,9627908.11,96279.11,303,129,322,218,194604.32,222.87
2024-07-22,452,11633094.72,116330.92,317,135,338,221,435304.99,257.37
2024-07-23,438,9738887.64,97388.95,287,151,326,229,258205.48,222.35
2024-07-24,469,11192077.83,111920.66,310,159,330,235,324427.43,238.64
2024-07-25,452,11203116.48,112031.21,316,136,326,211,506207.76,247.86
2024-07-26,456,10807111.1,108071.05,318,138,334,237,272024.88,237.0
2024-07-27,445,11557959.02,115579.63,310,135,334,211,377973.1,259.73
2024-07-28,473,11372844.38,113728.43,314,159,336,216,311542.31,240.44
2024-07-29,496,12403926.54,124039.25,323,173,346,243,443858.26,250.08
2024-07-30,442,12324666.58,123246.72,293,149,336,233,332198.32,278.84
2024-07-31,431,11326201.51,113262.02,265,166,323,222,421784.47,262.79
2024-08-01,402,8670559.36,86705.69,280,122,315,219,265203.48,215.69
2024-08-02,468,12158885.64,121588.9,322,146,331,233,350445.11,259.81
2024-08-03,479,10264330.89,102643.24,324,155,349,247,352160.71,214.29
2024-08-04,460,12147147.84,121471.52,319,141,329,233,316197.7,264.07
2024-08-05,489,12783737.84,127837.34,351,138,360,246,290889.14,261.43
2024-08-06,468,10034540.68,100345.57,329,139,336,247,397585.92,214.41
2024-08-07,420,11359853.22,113598.57,298,122,326,222,233773.1,270.47
2024-08-08,444,11292554.38,112925.46,293,151,331,224,202753.77,254.34
2024-08-09,429,10001930.76,100019.39,294,135,312,223,309790.53,233.15
2024-08-10,492,12603425.69,126034.37,319,173,355,241,602625.68,256.17
2024-08-11,507,13600412.19,136004.17,330,177,346,236,506729.57,268.25
2024-08-12,486,12488043.49,124880.36,341,145,342,236,437366.3,256.96
2024-08-13,487,12821520.51,128215.26,338,149,354,236,380684.0,263.28
2024-08-14,456,10420479.57,104204.86,309,147,334,229,370323.37,228.52
2024-08-15,474,10014874.71,100148.79,324,150,340,237,323568.06,211.28
2024-08-16,462,11184681.16,111846.82,308,154,336,235,414973.3,242.09
2024-08-17,487,11657106.08,116571.21,336,151,348,232,257127.25,239.37
2024-08-18,490,11549239.58,115492.43,317,173,347,231,455610.07,235.7
2024-08-19,494,11504096.33,115040.84,348,146,364,239,281756.02,232.88
2024-08-20,496,12849286.65,128492.96,320,176,337,229,320610.29,259.06
2024-08-21,494,12150437.05,121504.43,342,152,347,225,372391.28,245.96
2024-08-22,476,11862317.77,118623.13,324,152,360,229,359844.85,249.21
2024-08-23,465,12142760.87,121427.73,301,164,339,237,471187.95,261.13
2024-08-24,485,14942800.69,149428.07,335,150,332,230,368435.24,308.1
2024-08-25,487,11804253.48,118042.56,328,159,347,230,497907.68,242.39
2024-08-26,490,11420197.37,114201.93,327,163,363,243,352400.77,233.07
2024-08-27,487,13663737.22,136637.37,320,167,365,233,433737.2,280.57
2024-08-28,485,12083659.27,120836.65,327,158,340,230,301148.81,249.15
2024-08-29,538,11066930.8,110669.36,373,165,382,250,301334.47,205.71
2024-08-30,476,13517641.9,135176.42,321,155,341,239,411704.45,283.98
2024-08-31,474,11286283.3,112862.93,314,160,347,231,159623.38,238.11
2024-09-01,472,12843270.57,128432.72,323,149,342,236,471167.77,272.1
2024-09-02,534,13509837.7,135098.43,357,177,363,238,650870.36,252.99
2024-09-03,465,12080970.93,120809.72,319,146,323,228,457780.25,259.81
2024-09-04,538,15160894.83,151608.94,373,165,361,252,562283.66,281.8
2024-09-05,495,12776598.1,127766.03,328,167,352,233,288136.4,258.11
2024-09-06,517,13412808.08,134128.18,356,161,366,240,512561.0,259.44
2024-09-07,461,11015890.54,110158.88,301,160,330,225,350026.19,238.96
2024-09-08,512,12325175.64,123251.75,355,157,370,242,611708.59,240.73
2024-09-09,481,10564490.49,105644.95,333,148,348,221,321822.48,219.64
2024-09-10,490,11707499.95,117074.88,319,171,353,241,458933.86,238.93
2024-09-11,522,12820245.18,128202.52,334,188,362,253,609198.24,245.6
2024-09-12,519,13563654.29,135636.54,352,167,365,234,343566.77,261.34
2024-09-13,498,11612134.59,116121.4,345,153,352,232,450057.28,233.18
2024-09-14,469,9995624.26,99956.25,307,162,343,238,365453.09,213.13
2024-09-15,498,11641133.28,116411.44,345,153,355,223,385105.02,233.76
2024-09-16,491,13238201.02,132381.96,336,155,369,229,418350.3,269.62
2024-09-17,485,12374266.89,123742.62,332,153,366,227,563173.55,255.14
2024-09-18,539,12708879.49,127088.88,366,173,379,248,429379.17,235.79
2024-09-19,520,11896213.04,118962.21,356,164,377,243,355311.31,228.77
2024-09-20,522,13545846.15,135458.47,355,167,368,249,399446.02,259.5
2024-09-21,525,14158100.19,141581.0,355,170,377,254,426563.24,269.68
2024-09-22,526,11164736.35,111647.3,360,166,367,242,343112.35,212.26
2024-09-23,509,10831452.14,108314.51,351,158,363,249,378181.63,212.8
2024-09-24,490,10798388.15,107983.81,322,168,370,243,308076.36,220.38
2024-09-25,474,11608406.17,116084.03,327,147,339,236,440936.99,244.9
2024-09-26,503,11727172.87,117271.75,341,162,364,241,340767.56,233.14
2024-09-27,456,11107119.28,111071.2,315,141,330,233,288890.35,243.58
2024-09-28,474,9785999.18,97860.02,321,153,341,229,382702.55,206.46
2024-09-29,563,15181233.51,151812.24,366,197,387,243,558707.74,269.65
2024-09-30,470,13501110.77,135011.17,308,162,341,218,748793.6,287.26
2024-10-01,498,12849193.32,128491.92,330,168,356,243,322243.46,258.02
2024-10-02,462,11950707.51,119507.03,305,157,339,229,287868.98,258.67
2024-10-03,504,12360792.81,123607.95,327,177,356,231,473282.53,245.25
2024-10-04,537,12856688.5,128566.81,362,175,381,239,483362.97,239.42
2024-10-05,513,13278790.63,132788.01,333,180,353,238,452818.85,258.85
2024-10-06,492,12921311.91,129213.04,318,174,355,235,383624.47,262.63
2024-10-07,484,12363264.0,123632.64,326,158,356,240,353246.75,255.44
2024-10-08,463,12058297.03,120583.06,301,162,341,227,386040.33,260.44
2024-10-09,504,13447624.06,134476.28,332,172,350,232,414086.75,266.82
2024-10-10,490,11366766.01,113667.62,331,159,346,231,372601.07,231.97
2024-10-11,517,11883706.15,118837.12,351,166,360,238,345475.87,229.86
2024-10-12,514,14274452.77,142744.64,351,163,359,237,342989.46,277.71
2024-10-13,526,12280481.07,122804.88,362,164,366,250,448551.85,233.47
2024-10-14,485,12091128.29,120911.33,331,154,351,227,493867.64,249.3
2024-10-15,517,11122395.55,111223.96,332,185,379,252,330839.97,215.13
2024-10-16,559,12625196.72,126251.94,395,164,414,263,293026.45,225.85
2024-10-17,550,13992363.44,139923.65,371,179,382,249,449085.52,254.41
2024-10-18,491,11913628.11,119136.26,344,147,362,243,323722.93,242.64
2024-10-19,540,12558357.57,125583.64,382,158,370,242,361948.64,232.56
2024-10-20,528,13682181.79,136821.76,351,177,367,227,341585.08,259.13
2024-10-21,538,13931393.4,139313.89,354,184,361,235,540516.24,258.95
2024-10-22,503,12522668.83,125226.64,351,152,348,235,520713.73,248.96
2024-10-23,539,13288250.21,132882.53,357,182,371,242,640937.04,246.54
2024-10-24,523,14037247.91,140372.5,350,173,352,230,321888.47,268.4
2024-10-25,526,13084176.44,130841.7,365,161,372,231,380972.68,248.75
2024-10-26,548,14625235.11,146252.3,371,177,364,240,572508.35,266.88
2024-10-27,568,14676847.74,146768.6,364,204,397,238,470328.87,258.4
2024-10-28,524,13236691.58,132366.94,351,173,362,237,380362.66,252.61
2024-10-29,507,11818876.64,118188.83,350,157,369,240,291850.07,233.11
2024-10-30,536,13180104.37,131801.11,354,182,368,239,414550.8,245.9
2024-10-31,508,12863886.49,128638.81,352,156,359,243,330339.58,253.23
2024-11-01,547,13127476.12,131274.77,379,168,400,242,473894.13,239.99
2024-11-02,536,13454571.27,134545.7,356,180,376,240,318633.87,251.02
2024-11-03,518,13418951.48,134189.61,351,167,367,238,490903.4,259.05
2024-11-04,599,13473786.77,134737.88,416,183,426,257,416921.29,224.94
2024-11-05,548,11815371.69,118153.71,379,169,384,262,279708.06,215.61
2024-11-06,521,12649407.75,126494.11,352,169,381,247,572249.78,242.79
2024-11-07,545,13448412.98,134484.24,347,198,386,256,619486.43,246.76
2024-11-08,544,12096680.78,120966.92,364,180,405,259,323636.43,222.37
2024-11-09,551,14506832.61,145068.46,354,197,369,241,389701.36,263.28
2024-11-10,557,14499331.38,144993.27,388,169,379,239,611833.08,260.31
2024-11-11,548,13496099.8,134961.06,383,165,390,244,528829.8,246.28
2024-11-12,552,13235442.82,132354.39,389,163,374,240,367938.32,239.77
2024-11-13,540,14455735.89,144557.45,362,178,383,242,344889.39,267.7
2024-11-14,555,14042724.06,140427.2,399,156,370,248,536169.1,253.02
2024-11-15,537,12065809.71,120658.09,368,169,394,244,397485.48,224.69
2024-11-16,562,14731782.64,147317.92,398,164,383,256,335711.22,262.13
2024-11-17,565,13767281.85,137672.75,381,184,398,251,657863.7,243.67
2024-11-18,572,13892362.32,138923.63,372,200,412,250,641669.83,242.87
2024-11-19,579,13628758.75,136287.53,385,194,405,266,361740.71,235.38
2024-11-20,555,16177044.35,161770.47,388,167,395,250,398396.12,291.48
2024-11-21,614,15914838.34,159148.52,420,194,408,261,449774.91,259.2
2024-11-22,540,13542334.92,135423.27,355,185,395,241,566411.75,250.78
2024-11-23,530,11756397.37,117563.98,348,182,371,227,383922.44,221.82
2024-11-24,587,14980162.45,149801.66,384,203,383,241,402154.86,255.2
2024-11-25,558,14480438.74,144804.55,385,173,395,246,462123.21,259.51
2024-11-26,567,11364016.44,113640.23,371,196,395,260,360286.24,200.42
2024-11-27,582,14235711.36,142357.2,389,193,411,249,484905.22,244.6
2024-11-28,536,13207392.5,132074.01,359,177,379,245,390993.43,246.41
2024-11-29,613,16451799.13,164518.13,414,199,410,267,753091.08,268.38
2024-11-30,561,13406508.34,134064.98,391,170,392,233,352188.4,238.98
2024-12-01,554,14475495.88,144754.98,376,178,374,254,483559.29,261.29
2024-12-02,566,14159454.45,141594.61,376,190,398,252,329710.2,250.17
2024-12-03,557,12975012.3,129750.17,354,203,393,253,364569.63,232.94
2024-12-04,532,13587924.69,135879.3,360,172,385,225,472594.66,255.41
2024-12-05,542,10709017.14,107090.16,364,178,378,249,301918.9,197.58
2024-12-06,603,15475794.06,154757.98,394,209,416,257,477731.8,256.65
2024-12-07,524,12731943.66,127319.46,363,161,372,241,421772.76,242.98
2024-12-08,554,11957059.14,119570.59,380,174,391,253,366192.16,215.83
2024-12-09,551,13198858.71,131988.48,366,185,379,230,534541.19,239.54
2024-12-10,550,13962226.53,139622.27,354,196,391,248,453510.98,253.86
2024-12-11,641,17308966.57,173089.67,411,230,436,260,690833.53,270.03
2024-12-12,563,15152363.14,151523.72,381,182,404,247,376642.39,269.14
2024-12-13,578,13333334.15,133333.28,382,196,396,237,412224.33,230.68
2024-12-14,515,10529691.31,105296.82,361,154,379,242,322151.24,204.46
2024-12-15,552,12705862.38,127058.7,376,176,393,249,410869.65,230.18
2024-12-16,614,12662087.54,126620.97,401,213,425,262,396182.06,206.22
2024-12-17,568,14184100.23,141841.06,386,182,393,250,618724.75,249.72
2024-12-18,572,14134485.27,141344.89,382,190,387,244,449075.43,247.11
2024-12-19,549,13471961.41,134719.63,361,188,380,235,561707.0,245.39
2024-12-20,584,13052114.48,130521.16,396,188,408,250,434419.99,223.5
2024-12-21,575,14340341.18,143403.43,373,202,393,260,426219.39,249.4
2024-12-22,633,15307168.22,153071.91,434,199,436,267,376012.45,241.82
2024-12-23,581,14773449.8,147734.53,382,199,420,258,428503.55,254.28
2024-12-24,600,12683374.12,126833.73,416,184,416,265,399943.71,211.39
2024-12-25,619,15252611.45,152526.12,410,209,412,261,537999.66,246.41
2024-12-26,603,13818259.22,138182.61,398,205,407,259,488790.13,229.16
2024-12-27,591,15420404.41,154204.08,399,192,416,253,409572.07,260.92
2024-12-28,583,14938959.87,149389.6,395,188,396,245,646572.6,256.24
2024-12-29,599,16539046.83,165390.45,415,184,397,252,493442.3,276.11
2024-12-30,595,15824031.25,158240.29,412,183,408,254,418781.75,265.95
2024-12-31,631,17199157.77,171991.55,440,191,427,254,396808.63,272.57
2025-01-01,643,16894718.9,168947.21,423,220,421,254,569593.28,262.75
2025-01-02,625,14297063.97,142970.61,418,207,415,261,421087.31,228.75
2025-01-03,626,13958162.84,139581.57,421,205,419,249,421428.51,222.97
2025-01-04,650,17504718.41,175047.15,425,225,430,263,626250.38,269.3
2025-01-05,640,15651643.78,156516.39,448,192,417,251,572886.91,244.56
2025-01-06,623,15169133.89,151691.33,424,199,418,259,530351.99,243.49
2025-01-07,595,13053370.5,130533.77,394,201,406,251,506103.42,219.38
2025-01-08,643,14752817.55,147528.15,447,196,431,270,551495.69,229.44
2025-01-09,615,14809862.26,148098.62,431,184,416,261,373703.91,240.81
2025-01-10,643,14297873.92,142978.68,417,226,446,258,551337.12,222.36
2025-01-11,642,15745564.25,157455.65,416,226,430,265,623105.44,245.26
2025-01-12,673,17050350.9,170503.55,450,223,441,259,678526.39,253.35
2025-01-13,635,16636760.82,166367.61,439,196,409,258,620346.05,262.0
2025-01-14,636,15322993.69,153229.96,419,217,413,258,567536.68,240.93
2025-01-15,640,14991289.9,149912.84,427,213,423,279,577007.07,234.24
2025-01-16,603,14623023.95,146230.25,435,168,403,241,631097.45,242.5
2025-01-17,617,15612272.25,156122.73,432,185,409,250,446318.33,253.04
2025-01-18,602,15326714.04,153267.2,413,189,408,257,491016.73,254.6
2025-01-19,608,15760516.92,157605.35,411,197,406,252,477399.47,259.22
2025-01-20,608,14654996.28,146549.9,411,197,409,249,395280.18,241.04
2025-01-21,596,16358051.6,163580.59,398,198,413,259,528518.47,274.46
2025-01-22,617,14784393.86,147843.87,409,208,415,254,462234.08,239.62
2025-01-23,632,18053697.62,180536.99,409,223,410,253,549931.67,285.66
2025-01-24,643,13730368.91,137303.68,452,191,447,268,525699.0,213.54
2025-01-25,690,15838359.54,158383.68,450,240,441,275,553244.86,229.54
2025-01-26,646,17472711.87,174727.11,428,218,409,250,583876.05,270.48
2025-01-27,633,13879674.65,138796.76,427,206,421,255,404318.56,219.27
2025-01-28,618,15368353.59,153683.58,426,192,415,251,451326.17,248.68
2025-01-29,600,14451807.01,144518.15,399,201,416,258,390804.05,240.86
2025-01-30,676,16838391.16,168383.95,462,214,445,277,464390.54,249.09
2025-01-31,664,17693189.69,176931.95,448,216,441,263,662513.17,266.46
2025-02-01,649,15793044.51,157930.59,444,205,428,257,523448.53,243.34
2025-02-02,609,14827627.87,148276.32,422,187,416,257,454419.24,243.48
2025-02-03,628,15276028.93,152760.39,412,216,418,264,363653.01,243.25
2025-02-04,675,16498801.5,164988.05,438,237,455,279,644095.68,244.43
2025-02-05,630,13886346.45,138863.39,429,201,434,269,510809.0,220.42
2025-02-06,688,16970953.15,169709.59,465,223,450,261,525031.9,246.67
2025-02-07,694,16377726.32,163777.19,477,217,451,265,404657.68,235.99
2025-02-08,656,17030825.32,170308.27,441,215,441,270,409262.71,259.62
2025-02-09,642,15427700.29,154277.01,430,212,427,268,392752.41,240.31
2025-02-10,665,17220758.93,172207.51,455,210,430,259,525216.67,258.96
2025-02-11,699,16522712.5,165227.15,469,230,457,275,541638.74,236.38
2025-02-12,626,15874077.45,158740.79,413,213,424,262,703733.73,253.58
2025-02-13,709,17968895.53,179688.93,478,231,440,255,605123.2,253.44
2025-02-14,668,17988560.65,179885.55,459,209,437,271,503633.0,269.29
2025-02-15,648,19064569.09,190645.72,437,211,425,257,371712.47,294.21
2025-02-16,659,16003725.65,160037.25,474,185,446,273,492142.13,242.85
2025-02-17,669,17519844.25,175198.54,447,222,433,250,570763.24,261.88
2025-02-18,654,17992622.73,179926.17,441,213,438,257,753599.86,275.12
2025-02-19,654,16152751.7,161527.65,438,216,429,263,436102.56,246.98
2025-02-20,656,15567935.54,155679.34,407,249,421,257,662146.5,237.32
2025-02-21,640,16658068.17,166580.54,443,197,426,256,464191.01,260.28
2025-02-22,661,16905467.86,169054.69,432,229,440,265,358946.76,255.76
2025-02-23,682,17099094.79,170990.97,463,219,441,271,612734.61,250.72
2025-02-24,677,18326843.59,183268.32,446,231,450,262,651489.11,270.71
2025-02-25,686,15746049.59,157460.55,468,218,439,268,559285.04,229.53
2025-02-26,658,19000276.8,190002.59,463,195,435,258,568366.99,288.76
2025-02-27,696,18575387.28,185753.98,476,220,458,261,776442.7,266.89
2025-02-28,664,14482882.21,144828.87,448,216,445,265,407240.83,218.12
2025-03-01,611,15187625.46,151876.19,396,215,416,258,543301.79,248.57
2025-03-02,649,16678769.67,166787.82,430,219,427,251,723876.42,256.99
2025-03-03,723,17682503.8,176824.99,493,230,472,267,587818.46,244.57
2025-03-04,717,19768664.55,197686.7,481,236,453,274,676945.14,275.71
2025-03-05,641,16730440.16,167304.43,418,223,426,262,616072.13,261.01
2025-03-06,731,17845542.89,178455.31,482,249,463,263,634510.22,244.12
2025-03-07,692,14883605.77,148836.13,476,216,465,268,352191.82,215.08
2025-03-08,683,17324257.29,173242.55,459,224,425,271,382669.34,253.65
2025-03-09,667,15626809.78,156268.04,458,209,460,276,401963.88,234.28
2025-03-10,716,17528496.35,175285.13,489,227,468,275,491847.89,244.81
2025-03-11,708,16776207.8,167762.05,469,239,451,273,668758.55,236.95
2025-03-12,703,16103136.54,161031.28,475,228,448,273,462985.24,229.06
2025-03-13,635,16846727.01,168467.25,433,202,426,261,491797.53,265.3
2025-03-14,650,13699246.05,136992.49,448,202,434,255,430503.27,210.76
2025-03-15,669,15286138.09,152861.43,428,241,450,266,565357.11,228.49
2025-03-16,718,16847653.48,168476.41,490,228,468,269,532105.33,234.65
2025-03-17,675,15687313.98,156873.19,471,204,452,271,460349.75,232.4
2025-03-18,690,18400699.89,184007.07,468,222,470,270,740762.56,266.68
2025-03-19,705,16154111.32,161541.15,474,231,468,272,389635.85,229.14
2025-03-20,701,17819033.48,178190.16,480,221,432,273,632783.87,254.19
2025-03-21,688,17797904.79,177979.14,480,208,446,274,568678.82,258.69
2025-03-22,755,19213616.65,192136.28,508,247,475,290,626052.5,254.49
2025-03-23,700,17751882.87,177518.85,469,231,452,279,451890.03,253.6
2025-03-24,692,15714164.57,157141.64,468,224,462,282,500741.52,227.08
2025-03-25,672,16652772.54,166527.66,445,227,427,261,628551.39,247.81
2025-03-26,716,18478951.94,184789.41,457,259,471,279,679408.78,258.09
2025-03-27,680,18527116.22,185271.28,461,219,456,259,376097.25,272.46
2025-03-28,654,15639863.79,156398.65,449,205,432,264,655271.86,239.14
2025-03-29,710,16126863.27,161268.61,472,238,480,278,438838.88,227.14
2025-03-30,705,15769918.73,157699.31,458,247,457,261,663036.09,223.69
2025-03-31,719,19363932.48,193639.22,462,257,454,277,932312.62,269.32
2025-04-01,700,17072807.06,170728.02,464,236,463,263,478675.88,243.9
2025-04-02,712,17050993.17,170510.02,477,235,471,284,440338.0,239.48
2025-04-03,721,17362467.37,173624.68,495,226,493,280,404343.57,240.81
2025-04-04,681,17069220.82,170692.3,470,211,468,265,591916.04,250.65
2025-04-05,729,19800310.67,198003.12,501,228,462,278,570986.1,271.61
2025-04-06,695,16711912.02,167119.08,439,256,451,262,632492.21,240.46
2025-04-07,702,17986274.13,179862.72,466,236,466,278,413100.62,256.21
2025-04-08,707,16098945.72,160989.45,459,248,469,288,583281.49,227.71
2025-04-09,718,16743238.71,167432.33,501,217,463,284,577541.3,233.19
2025-04-10,692,17293605.36,172936.03,458,234,456,284,597257.25,249.91
2025-04-11,690,16069152.84,160691.6,450,240,458,287,516704.54,232.89
2025-04-12,705,17141844.11,171418.39,474,231,469,287,542662.37,243.15
2025-04-13,682,15942197.25,159421.99,450,232,452,278,615653.33,233.76
2025-04-14,691,16707932.02,167079.35,470,221,450,268,568844.73,241.79
2025-04-15,726,16900792.67,169007.91,479,247,459,279,511528.1,232.79
2025-04-16,768,18800256.3,188002.64,523,245,484,276,488854.89,244.8
2025-04-17,753,17769769.26,177697.78,514,239,493,284,539830.25,235.99
2025-04-18,731,15915195.06,159151.91,500,231,455,273,567998.4,217.72
2025-04-19,684,16290082.7,162900.84,468,216,444,257,417620.08,238.16
2025-04-20,739,17052394.27,170524.02,509,230,475,277,546058.33,230.75
2025-04-21,748,18417091.69,184170.94,512,236,487,291,369268.67,246.22
2025-04-22,778,19330125.88,193301.17,506,272,471,283,747592.33,248.46
2025-04-23,728,17868886.0,178688.8,472,256,463,276,809195.75,245.45
2025-04-24,692,17023256.5,170232.71,467,225,465,264,518433.26,246.0
2025-04-25,763,16145105.54,161451.0,513,250,496,293,470835.06,211.6
2025-04-26,709,16783019.85,167830.21,474,235,481,273,574184.81,236.71
2025-04-27,695,16270545.73,162705.41,461,234,453,280,521454.34,234.11
2025-04-28,721,16572722.91,165727.27,468,253,480,276,577550.97,229.86
2025-04-29,708,16351019.74,163510.15,497,211,477,274,270419.13,230.95
2025-04-30,719,17687462.6,176874.7,482,237,473,266,672793.53,246.0
2025-05-01,702,19462294.65,194622.95,451,251,451,264,839748.42,277.24
2025-05-02,733,17728269.21,177282.72,505,228,480,283,580435.98,241.86
2025-05-03,712,16438029.38,164380.42,479,233,475,285,460982.63,230.87
2025-05-04,760,15742225.35,157422.37,525,235,499,284,381936.97,207.13
2025-05-05,724,16734712.62,167347.31,507,217,484,281,691705.26,231.14
2025-05-06,759,18415146.3,184151.55,518,241,481,277,743343.4,242.62
2025-05-07,746,18721614.43,187216.21,502,244,477,269,578119.32,250.96
2025-05-08,761,16197447.07,161974.5,510,251,500,286,505272.16,212.84
2025-05-09,793,17825910.43,178259.15,525,268,510,293,555167.38,224.79
2025-05-10,744,19324969.24,193249.64,504,240,488,286,606756.81,259.74
2025-05-11,770,21476357.07,214763.59,529,241,499,276,635627.65,278.91
2025-05-12,760,19492940.75,194929.44,513,247,474,275,674307.0,256.49
2025-05-13,725,19774512.94,197745.29,495,230,448,262,501524.38,272.75
2025-05-14,765,17178674.35,171786.89,488,277,471,276,595240.13,224.56
2025-05-15,753,17724377.24,177243.81,523,230,459,273,576902.92,235.38
2025-05-16,765,18425956.34,184259.53,511,254,473,289,591189.99,240.86
2025-05-17,770,18323251.89,183232.58,523,247,494,294,507694.32,237.96
2025-05-18,741,19863251.65,198632.43,482,259,483,278,500054.27,268.06
2025-05-19,781,20779713.39,207797.16,529,252,486,284,676103.54,266.07
2025-05-20,807,19381108.08,193811.14,563,244,508,308,746287.28,240.16
2025-05-21,766,19360773.93,193607.83,511,255,474,275,498319.26,252.75
2025-05-22,753,17888271.73,178882.65,518,235,484,271,735325.09,237.56
2025-05-23,784,19232463.27,192324.57,504,280,504,279,742907.95,245.31
2025-05-24,806,18452389.01,184523.79,528,278,512,287,625331.85,228.94
